file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,232,css,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,0,18
style.css,233,css,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,1,17
style.css,234,css,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,0,0
style.css,235,css,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,0,0
style.css,236,css,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,0,21
style.css,237,css,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,1,18
style.css,238,css,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,1,16
style.css,239,css,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,0,0
style.css,240,css,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,0,0
style.css,241,css,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,0,29
style.css,242,css,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,1,23
style.css,243,css,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,0,0
index.js,1,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,71
index.js,2,js,be25cb17,Jack Ding,2026-04-24,19:42:57,-07:00,2026-04-24T19:42:57-07:00,0,0
index.js,3,js,be25cb17,Jack Ding,2026-04-24,19:42:57,-07:00,2026-04-24T19:42:57-07:00,0,54
index.js,4,js,be25cb17,Jack Ding,2026-04-24,19:42:57,-07:00,2026-04-24T19:42:57-07:00,0,0
index.js,5,js,be25cb17,Jack Ding,2026-04-24,19:42:57,-07:00,2026-04-24T19:42:57-07:00,0,42
index.js,6,js,be25cb17,Jack Ding,2026-04-24,19:42:57,-07:00,2026-04-24T19:42:57-07:00,0,0
index.js,7,js,be25cb17,Jack Ding,2026-04-24,19:42:57,-07:00,2026-04-24T19:42:57-07:00,0,60
index.js,8,js,be25cb17,Jack Ding,2026-04-24,19:42:57,-07:00,2026-04-24T19:42:57-07:00,0,0
index.js,9,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,54
index.js,10,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,0
index.js,11,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,56
index.js,12,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,0
index.js,13,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,60
index.js,14,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,0
index.js,15,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,17
index.js,16,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,1,24
index.js,17,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,2,2
index.js,18,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,3,55
index.js,19,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,3,55
index.js,20,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,3,49
index.js,21,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,3,49
index.js,22,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,2,3
index.js,23,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,1,0
index.js,24,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,0
index.html,1,html,6cfc06fd,Jack Ding,2026-04-03,12:46:57,-07:00,2026-04-03T12:46:57-07:00,0,13
index.html,2,html,6cfc06fd,Jack Ding,2026-04-03,12:46:57,-07:00,2026-04-03T12:46:57-07:00,0,14
index.html,3,html,6cfc06fd,Jack Ding,2026-04-03,12:46:57,-07:00,2026-04-03T12:46:57-07:00,0,4
index.html,4,html,6cfc06fd,Jack Ding,2026-04-03,12:46:57,-07:00,2026-04-03T12:46:57-07:00,2,20
index.html,5,html,6cfc06fd,Jack Ding,2026-04-03,12:46:57,-07:00,2026-04-03T12:46:57-07:00,2,68
index.html,6,html,6cfc06fd,Jack Ding,2026-04-03,12:46:57,-07:00,2026-04-03T12:46:57-07:00,2,51
index.html,7,html,dc467642,Jack Ding,2026-04-03,13:13:07,-07:00,2026-04-03T13:13:07-07:00,2,40
index.html,8,html,6cfc06fd,Jack Ding,2026-04-03,12:46:57,-07:00,2026-04-03T12:46:57-07:00,0,5
index.html,9,html,6cfc06fd,Jack Ding,2026-04-03,12:46:57,-07:00,2026-04-03T12:46:57-07:00,0,4
index.html,10,html,dc467642,Jack Ding,2026-04-03,13:13:07,-07:00,2026-04-03T13:13:07-07:00,0,0
index.html,11,html,6cfc06fd,Jack Ding,2026-04-03,12:46:57,-07:00,2026-04-03T12:46:57-07:00,2,16
index.html,12,html,dc467642,Jack Ding,2026-04-03,13:13:07,-07:00,2026-04-03T13:13:07-07:00,0,0
index.html,13,html,dc467642,Jack Ding,2026-04-03,13:13:07,-07:00,2026-04-03T13:13:07-07:00,2,1
index.html,14,html,dc467642,Jack Ding,2026-04-03,13:13:07,-07:00,2026-04-03T13:13:07-07:00,4,69
index.html,15,html,dc467642,Jack Ding,2026-04-03,13:13:07,-07:00,2026-04-03T13:13:07-07:00,4,67
index.html,16,html,dc467642,Jack Ding,2026-04-03,13:13:07,-07:00,2026-04-03T13:13:07-07:00,4,33
index.html,17,html,dc467642,Jack Ding,2026-04-03,13:13:07,-07:00,2026-04-03T13:13:07-07:00,2,2
index.html,18,html,dc467642,Jack Ding,2026-04-03,13:13:07,-07:00,2026-04-03T13:13:07-07:00,2,0
index.html,19,html,dc467642,Jack Ding,2026-04-03,13:13:07,-07:00,2026-04-03T13:13:07-07:00,2,2
index.html,20,html,dc467642,Jack Ding,2026-04-03,13:13:07,-07:00,2026-04-03T13:13:07-07:00,4,23
index.html,21,html,dc467642,Jack Ding,2026-04-03,13:13:07,-07:00,2026-04-03T13:13:07-07:00,4,105
index.html,22,html,cae2e00b,Jack Ding,2026-04-03,13:18:37,-07:00,2026-04-03T13:18:37-07:00,4,9
index.html,23,html,dc467642,Jack Ding,2026-04-03,13:13:07,-07:00,2026-04-03T13:13:07-07:00,2,0
index.html,24,html,be25cb17,Jack Ding,2026-04-24,19:42:57,-07:00,2026-04-24T19:42:57-07:00,2,0
index.html,25,html,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,2,19
index.html,26,html,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,0
index.html,27,html,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,2,28
index.html,28,html,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,0
index.html,29,html,be25cb17,Jack Ding,2026-04-24,19:42:57,-07:00,2026-04-24T19:42:57-07:00,2,22
index.html,30,html,be25cb17,Jack Ding,2026-04-24,19:42:57,-07:00,2026-04-24T19:42:57-07:00,0,0
index.html,31,html,be25cb17,Jack Ding,2026-04-24,19:42:57,-07:00,2026-04-24T19:42:57-07:00,2,26
index.html,32,html,6cfc06fd,Jack Ding,2026-04-03,12:46:57,-07:00,2026-04-03T12:46:57-07:00,0,0
index.html,33,html,530e9b45,Jack Ding,2026-04-17,11:21:42,-07:00,2026-04-17T11:21:42-07:00,2,45
index.html,34,html,be25cb17,Jack Ding,2026-04-24,19:42:57,-07:00,2026-04-24T19:42:57-07:00,2,50
index.html,35,html,530e9b45,Jack Ding,2026-04-17,11:21:42,-07:00,2026-04-17T11:21:42-07:00,0,0
index.html,36,html,6cfc06fd,Jack Ding,2026-04-03,12:46:57,-07:00,2026-04-03T12:46:57-07:00,0,5
index.html,37,html,6cfc06fd,Jack Ding,2026-04-03,12:46:57,-07:00,2026-04-03T12:46:57-07:00,0,5
global.js,1,js,530e9b45,Jack Ding,2026-04-17,11:21:42,-07:00,2026-04-17T11:21:42-07:00,0,25
global.js,2,js,530e9b45,Jack Ding,2026-04-17,11:21:42,-07:00,2026-04-17T11:21:42-07:00,0,0
global.js,3,js,530e9b45,Jack Ding,2026-04-17,11:21:42,-07:00,2026-04-17T11:21:42-07:00,0,41
global.js,4,js,530e9b45,Jack Ding,2026-04-17,11:21:42,-07:00,2026-04-17T11:21:42-07:00,1,52
global.js,5,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,0
global.js,6,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,0
global.js,7,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,13
global.js,8,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,25
global.js,9,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,38
global.js,10,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,36
global.js,11,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,34
global.js,12,js,00000000,Not Committed Yet,2026-05-08,17:21:37,-07:00,2026-05-08T17:21:37-07:00,1,30
global.js,13,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,59
global.js,14,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,0
global.js,15,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,0
global.js,16,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,15
global.js,17,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,68
global.js,18,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,2,3
global.js,19,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,2,14
global.js,20,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,0
global.js,21,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,38
global.js,22,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,25
global.js,23,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,0
global.js,24,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,20
global.js,25,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,14
global.js,26,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,0
global.js,27,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,28
global.js,28,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,2,20
global.js,29,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,0
global.js,30,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,0
global.js,31,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,34
global.js,32,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,11
global.js,33,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,22
global.js,34,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,0
global.js,35,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,65
global.js,36,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,2,25
global.js,37,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,0
global.js,38,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,0
global.js,39,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,29
global.js,40,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,2,18
global.js,41,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,0
global.js,42,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,0,0
global.js,43,js,a4b162e4,Jack Ding,2026-04-17,15:34:49,-07:00,2026-04-17T15:34:49-07:00,1,12
global.js,44,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,0
global.js,45,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,0
global.js,46,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,31
global.js,47,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,11
global.js,48,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,0
global.js,49,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,2,26
global.js,50,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,3,4
global.js,51,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,3,6
global.js,52,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,4,43
global.js,53,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,4,34
global.js,54,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,4,32
global.js,55,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,3,7
global.js,56,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,2,6
global.js,57,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,0
global.js,58,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,0
global.js,59,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,0
global.js,60,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,58
global.js,61,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,0
global.js,62,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,34
global.js,63,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,83
global.js,64,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,38
global.js,65,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,0
global.js,66,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,0
global.js,67,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,49
global.js,68,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,77
global.js,69,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,44
global.js,70,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,1
global.js,71,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,0
global.js,72,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,40
global.js,73,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,0
global.js,74,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,49
global.js,75,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,21
global.js,76,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,0
global.js,77,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,28
global.js,78,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,14
global.js,79,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,0
global.js,80,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,31
global.js,81,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,2,50
global.js,82,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,0
global.js,83,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,0,0
global.js,84,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,45
global.js,85,js,e80d2600,Jack Ding,2026-04-17,16:04:00,-07:00,2026-04-17T16:04:00-07:00,1,18
global.js,86,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,0,1
global.js,87,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,0,0
global.js,88,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,0,36
global.js,89,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,1,3
global.js,90,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,2,39
global.js,91,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,2,32
global.js,92,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,0,0
global.js,93,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,2,17
global.js,94,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,3,66
global.js,95,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,2,0
global.js,96,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,0,0
global.js,97,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,2,33
global.js,98,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,2,10
global.js,99,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,1,15
global.js,100,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,2,59
global.js,101,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,1,0
global.js,102,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,0,0
global.js,103,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,0,0
global.js,104,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,0,79
global.js,105,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,1,22
global.js,106,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,2,5
global.js,107,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,1,0
global.js,108,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,0,0
global.js,109,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,1,30
global.js,110,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,0,0
global.js,111,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,1,29
global.js,112,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,2,48
global.js,113,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,0,0
global.js,114,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,2,19
global.js,115,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,3,49
global.js,116,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,3,49
global.js,117,js,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,3,3
global.js,118,js,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,4,27
global.js,119,js,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,4,41
global.js,120,js,59df40af,Jack Ding,2026-04-30,23:32:36,-07:00,2026-04-30T23:32:36-07:00,3,4
global.js,121,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,2,0
global.js,122,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,0,0
global.js,123,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,2,36
global.js,124,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,1,0
global.js,125,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,0
global.js,126,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,0
global.js,127,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,0,47
global.js,128,js,75e82099,Jack Ding,2026-04-24,20:08:31,-07:00,2026-04-24T20:08:31-07:00,1,59
global.js,129,js,79be8379,Jack Ding,2026-04-24,15:48:02,-07:00,2026-04-24T15:48:02-07:00,0,0
resume/index.html,1,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,0,13
resume/index.html,2,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,0,14
resume/index.html,3,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,0,4
resume/index.html,4,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,1,22
resume/index.html,5,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,1,70
resume/index.html,6,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,1,19
resume/index.html,7,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,1,43
resume/index.html,8,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,0,5
resume/index.html,9,html,ea3c67c1,Jack Ding,2026-04-10,20:28:03,-07:00,2026-04-10T20:28:03-07:00,0,24
resume/index.html,10,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,0,0
resume/index.html,11,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,1,13
resume/index.html,12,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,0,0
resume/index.html,13,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,1,1
resume/index.html,14,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,2,36
resume/index.html,15,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,2,74
resume/index.html,16,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,1,2
resume/index.html,17,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,0,0
resume/index.html,18,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,1,5
resume/index.html,19,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,2,23
resume/index.html,20,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,2,26
resume/index.html,21,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,2,10
resume/index.html,22,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,2,10
resume/index.html,23,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,1,8
resume/index.html,24,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,0,0
resume/index.html,25,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,1,7
resume/index.html,26,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,2,16
resume/index.html,27,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,0,0
resume/index.html,28,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,2,7
resume/index.html,29,html,c50f5870,Jack Ding,2026-04-03,13:40:45,-07:00,2026-04-03T13:40:45-07:00,3,6
